ikey,dG_hyd_meta37
GGMPTLAAIUQMIE-UHFFFAOYSA-N,-1.4988824398407423
GGOIYPAZTVTJBE-UHFFFAOYSA-N,-4.728254440866955
GGSUCNLOZRCGPQ-UHFFFAOYSA-N,-2.979828913634747
GGUOCFNAWIODMF-UHFFFAOYSA-N,-5.203328778179479
GGXKWVWZWMLJEH-UHFFFAOYSA-N,-15.82241807667172
GHASVSINZRGABV-UHFFFAOYSA-N,-11.308892434580079
GHBSPIPJMLAMEP-UHFFFAOYSA-N,-7.46581003828971
GHDIHPNJQVDFBL-UHFFFAOYSA-N,-2.657930185097407
GHKOFFNLGXMVNJ-UHFFFAOYSA-N,-5.287630301225867
GHLDSOWZIOPMTC-UHFFFAOYSA-N,0.2975415831856984
GHMLBKRAJCXXBS-UHFFFAOYSA-N,-11.65658701432025
GHVNFZFCNZKVNT-UHFFFAOYSA-N,-5.865883442463094
GHXZTYHSJHQHIJ-UHFFFAOYSA-N,-39.19534316790141
GIEZWIDCIFCQPS-UHFFFAOYSA-N,2.643429487663208
GIJXKZJWITVLHI-UHFFFAOYSA-N,-9.783506294848642
GILIYJDBJZWGBG-UHFFFAOYSA-N,-4.260423724843376
GIUGGRUEPHPVNR-UHFFFAOYSA-N,-3.2381526583864058
GJBRNHKUVLOCEB-UHFFFAOYSA-N,-2.9318304178405152
GJJSUPSPZIZYPM-UHFFFAOYSA-N,-6.84136915007013
GJNGXPDXRVXSEH-UHFFFAOYSA-N,-3.926205241907659
GJQIMXVRFNLMTB-UHFFFAOYSA-N,-1.8717172009346337
GJRQTCIYDGXPES-UHFFFAOYSA-N,-2.369741626485624
GJSURZIOUXUGAL-UHFFFAOYSA-N,-12.769736654969675
GKASDNZWUGIAMG-UHFFFAOYSA-N,-2.443863075901988
GKEUODMJRFDLJY-UHFFFAOYSA-N,-3.3945912668413536
GKIPXFAANLTWBM-UHFFFAOYSA-N,-5.584040562863915
GKKDCARASOJPNG-UHFFFAOYSA-N,-3.7505122689869403
GKTWGGQPFAXNFI-UHFFFAOYSA-N,-9.783506294848642
GKVUDAZMZLMNJQ-UHFFFAOYSA-N,-0.060957992858648335
GLCIPJOIEVLTPR-UHFFFAOYSA-N,-0.17028913283788208
GLDOVTGHNKAZLK-UHFFFAOYSA-N,-2.080194216010229
GLDWASBMYWLQGG-UHFFFAOYSA-N,-7.643269007061315
GLOBUAZSRIOKLN-UHFFFAOYSA-N,-10.759428553129009
GLOOIONSKMZYQZ-UHFFFAOYSA-N,-2.441787493176846
GLUUGHFHXGJENI-UHFFFAOYSA-N,-7.5142750868162995
GLWWLNJJJCTFMZ-UHFFFAOYSA-N,-10.442301316278945
GLZPCOQZEFWAFX-JXMROGBWSA-N,-5.3599322870921355
GLZPCOQZEFWAFX-UHFFFAOYSA-N,-3.6686132374186253
GLZPCOQZEFWAFX-YFHOEESVSA-N,-5.298406499616736
GMBRUAIJEFRHFQ-UHFFFAOYSA-N,-9.486201683945916
GMEHFXXZSWDEDB-UHFFFAOYSA-N,-8.34558184786655
GMGWMIJIGUYNAY-UHFFFAOYSA-N,-14.972370381918193
GMRQFYUYWCNGIN-UHFFFAOYSA-N,-6.823457698431607
GNBHRKFJIUUOQI-UHFFFAOYSA-N,-19.987361409666672
GNEVIACKFGQMHB-UHFFFAOYSA-N,-2.1392248954842676
GNKZMNRKLCTJAY-UHFFFAOYSA-N,-4.820692602598617
GNOIPBMMFNIUFM-UHFFFAOYSA-N,-7.386080400948121
GNOOAFGERMHQJE-UHFFFAOYSA-N,-19.05466615549326
GNQHLJHTOATTOJ-UHFFFAOYSA-N,-4.618923300887722
GNROHGFUVTWFNG-UHFFFAOYSA-N,-4.312601060341832
GNVRJGIVDSQCOP-UHFFFAOYSA-N,-4.187415535830488
GNXFOGHNGIVQEH-UHFFFAOYSA-N,-18.81152451458808
GOBGVVAHHOUMDK-UHFFFAOYSA-N,-0.776906818769728
GOCVCBDBQYEFQD-UHFFFAOYSA-N,-2.4187207620254827
GOFFZTAPOOICFT-UHFFFAOYSA-N,-1.643497937070861
GOHBXWHNJHENRX-UHFFFAOYSA-N,-5.74137019863738
GOJCZVPJCKEBQV-UHFFFAOYSA-N,-8.454912987845782
GOKKOFHHJFGZHW-UHFFFAOYSA-N,-4.921560507837488
GOLXNESZZPUPJE-UHFFFAOYSA-N,-2.33018920089099
GOOHAUXETOMSMM-UHFFFAOYSA-N,-3.5737324610232473
GOOHAUXETOMSMM-VKHMYHEASA-N,-3.48252078362935
GOQYKNQRPGWPLP-UHFFFAOYSA-N,-2.8796530823420587
GOWLARCWZRESHU-QGOAFFKASA-N,-8.82934201914994
GOWLARCWZRESHU-UHFFFAOYSA-N,-7.789319730446715
GOXQRTZXKQZDDN-UHFFFAOYSA-N,-2.4854184454774613
GOYDNIKZWGIXJT-UHFFFAOYSA-N,-0.7394157945547323
GPAPPPVRLPGFEQ-UHFFFAOYSA-N,-7.283008310600447
GPBUTTSWJNPYJL-UHFFFAOYSA-N,3.383857674520999
GPHQHTOMRSGBNZ-UHFFFAOYSA-N,-6.157023579162503
GPRYKVSEZCQIHD-UHFFFAOYSA-N,-9.378657910627693
GPSDUZXPYCFOSQ-UHFFFAOYSA-N,-5.865883442463094
GPXBXXGIAQBQNI-UHFFFAOYSA-N,-21.188171010903517
GPXLRLUVLMHHIK-UHFFFAOYSA-N,-13.778221802310565
GQBVHGLNSHPKPG-UHFFFAOYSA-N,-4.743511816854349
GQCZPFJGIXHZMB-UHFFFAOYSA-N,-5.1919063171863105
GQJXVHYUQPXZOL-UHFFFAOYSA-N,3.1533409435196424
GQKRUMZWUHSLJF-UHFFFAOYSA-N,-19.05466615549326
GQKZBCPTCWJTAS-UHFFFAOYSA-N,-3.5213286685895575
GQKZRWSUJHVIPE-UHFFFAOYSA-N,-2.120186437056049
GQPLMRYTRLFLPF-UHFFFAOYSA-N,0.25544282225411247
GQYIWUVLTXOXAJ-UHFFFAOYSA-N,-11.308892434580079
GRIHRCLOUQZXPD-UHFFFAOYSA-N,-7.464274381913855
GRJRKPMIRMSBNK-UHFFFAOYSA-N,0.4451380032277258
GRPRVIYRYGLIJU-UHFFFAOYSA-N,-7.9299284673414245
GRSMWKLPSNHDHA-UHFFFAOYSA-N,-6.400165220067684
GRSQYISVQKPZCW-UHFFFAOYSA-N,-2.19296181852193
GRWFGVWFFZKLTI-IUCAKERBSA-N,0.9585475587393049
GRWFGVWFFZKLTI-UHFFFAOYSA-N,0.13603310770800794
GRWRDFGBFYSOKR-UHFFFAOYSA-N,-1.8266234240471582
GRXKLBBBQUKJJZ-UHFFFAOYSA-N,-5.1919063171863105
GRYLNZFGIOXLOG-UHFFFAOYSA-N,-8.81838903287245
GSEJCLTVZPLZKY-UHFFFAOYSA-N,-14.602514903632153
GSKHIRFMTJUBSM-UHFFFAOYSA-N,-5.387049462297259
GSNKRSKIWFBWEG-UHFFFAOYSA-N,-2.7250430025713728
GSNZNZUNAJCHDO-UHFFFAOYSA-N,-10.691469752344059
GSPFUBNBRPVALJ-UHFFFAOYSA-N,-16.0655597175769
GSSDZVRLQDXOPL-UHFFFAOYSA-N,-4.312601060341832
GSWMXIIUDJOXNF-UHFFFAOYSA-N,-3.2674102204773563
GTCAXTIRRLKXRU-UHFFFAOYSA-N,-8.049171586228502
GTCCGKPBSJZVRZ-UHFFFAOYSA-N,-9.695593898529934
GTKURBTWZFQHHY-UHFFFAOYSA-N,-4.203269920362599
GTLACDSXYULKMZ-UHFFFAOYSA-N,1.4033226900634184
GTRSAMFYSUBAGN-UHFFFAOYSA-N,-7.810925164922576
GTSJHTSVFKEASK-UHFFFAOYSA-N,-10.111247279055059
GTVWRXDRKAHEAD-UHFFFAOYSA-N,-7.643269007061315
GUBGYTABKSRVRQ-DCSYEGIMSA-N,-15.843793366992616
GUCFBWGWRCILHN-UHFFFAOYSA-N,-1.4988824398407423
GUEIZVNYDFNHJU-UHFFFAOYSA-N,-10.496981817558545
GUHWHNUGIGOSCN-UHFFFAOYSA-N,-4.091535325980278
GUMCAKKKNKYFEB-UHFFFAOYSA-N,-6.281536822988219
GUMULFRCHLJNDY-UHFFFAOYSA-N,3.608546749639401
GUVLYNGULCJVDO-UHFFFAOYSA-N,-4.405039222073494
GUWAXPTVCYBOMV-UHFFFAOYSA-N,-6.85307661098291
GUXACCKTQWVTLG-UHFFFAOYSA-N,-11.492017921556375
GUYMMHOQXYZMJQ-UHFFFAOYSA-N,-5.034576681412846
GVEPBJHOBDJJJI-UHFFFAOYSA-N,-4.521467025597813
GVEUEBXMTMZVSD-UHFFFAOYSA-N,4.989317392140718
GVGCUCJTUSOZKP-UHFFFAOYSA-N,2.315688503456792
GVGLGOZIDCSQPN-UHFFFAOYSA-N,-16.94177023870759
GVPODVKBTHCGFU-UHFFFAOYSA-N,-7.380464585890355
GVWISOJSERXQBM-UHFFFAOYSA-N,-3.7505122689869403
GVYLCNUFSHDAAW-UHFFFAOYSA-N,-2.1005236567902674
GVZNXUAPPLHUOM-UHFFFAOYSA-N,-9.385737095636037
GWESVXSMPKAFAS-UHFFFAOYSA-N,1.829552352708804
GWHJZXXIDMPWGX-UHFFFAOYSA-N,-0.9070719524159923
GWOWBISZHLPYEK-UHFFFAOYSA-N,-3.6686132374186253
GWQOYRSARAWVTC-UHFFFAOYSA-N,-3.3719631593123496
GWQSENYKCGJTRI-UHFFFAOYSA-N,-1.8177627184501226
GWTYBAOENKSFAY-UHFFFAOYSA-N,4.585806399868368
GWYFCOCPABKNJV-UHFFFAOYSA-N,-6.201463245099935
GWYPDXLJACEENP-UHFFFAOYSA-N,-0.3040996337638271
GWZMWHWAWHPNHN-UHFFFAOYSA-N,-9.191695807423894
GXAMYUGOODKVRM-UHFFFAOYSA-N,-11.783560880166974
GXDHCNNESPLIKD-UHFFFAOYSA-N,2.897574392710641
GXEKYRXVRROBEV-UHFFFAOYSA-N,-14.176767930658233
GXFRQLQUKBSYQL-UHFFFAOYSA-N,-9.669798047327102
GXNNLIMMEXHBKV-UHFFFAOYSA-N,-2.441787493176846
GXVMAQACUOSFJF-UHFFFAOYSA-N,-2.157677461271045
GXVUZYLYWKWJIM-UHFFFAOYSA-N,-7.9641266321178215
GYCMBHHDWRMZGG-UHFFFAOYSA-N,-2.979828913634747
GYCRUUSYQLIIBA-UHFFFAOYSA-N,-4.702733096911221
GYFAGKUZYNFMBN-UHFFFAOYSA-N,-6.784250202999379
GYHFUZHODSMOHU-UHFFFAOYSA-N,-1.9911925168110338
GYKXQTKSWLAUIT-UHFFFAOYSA-N,-7.780935862569001
GYLDXXLJMRTVSS-UHFFFAOYSA-N,-9.486201683945916
GYMFBYTZOGMSQJ-UHFFFAOYSA-N,-1.8968504199411642
GYNNXHKOJHMOHS-UHFFFAOYSA-N,1.711946895320272
GYSCXPVAKHVAAY-UHFFFAOYSA-N,-4.022708917996745
GYSSRZJIHXQEHQ-UHFFFAOYSA-N,-10.942554040105307
GYUVMLBYMPKZAZ-UHFFFAOYSA-N,-8.402735652347326
GYVGXEWAOAAJEU-UHFFFAOYSA-N,-3.5737324610232473
GYWYASONLSQZBB-UHFFFAOYSA-N,-2.681145770927655
GYZLOYUZLJXAJU-UHFFFAOYSA-N,-8.730476636553743
GZDFHIJNHHMENY-UHFFFAOYSA-N,-2.4529964376746802
GZFGOTFRPZRKDS-UHFFFAOYSA-N,-7.283008310600447
GZJFAWOTMWATOS-UHFFFAOYSA-N,3.2652292774415344
GZMAAYIALGURDQ-UHFFFAOYSA-N,-8.547351149577445
GZPHSAQLYPIAIN-UHFFFAOYSA-N,-6.89493041232334
GZSKSYDWLZIPOX-UHFFFAOYSA-N,-9.146130017078866
GZUXJHMPEANEGY-UHFFFAOYSA-N,-0.921522315999847
GZVHEAJQGPRDLQ-UHFFFAOYSA-N,-12.18157153482461
HAAFFTHBNFBVKY-UHFFFAOYSA-N,-5.74137019863738
HAORKNGNJCEJBX-UHFFFAOYSA-N,-7.6032767860154955
HAPOJKSPCGLOOD-UHFFFAOYSA-N,-2.8196576495050385
HARGZZNYNSYSGJ-UHFFFAOYSA-N,-11.492017921556375
HARQWLDROVMFJE-UHFFFAOYSA-N,-5.69337170284315
HAWJXYBZNNRMNO-UHFFFAOYSA-N,-10.111247279055059
HAWPXGHAZFHHAD-UHFFFAOYSA-N,-4.72636038815008
HAXBIWFMXWRORI-UHFFFAOYSA-N,-6.444604886005115
HAZQOLYHFUUJJN-UHFFFAOYSA-N,-1.9411918119085876
HBGGXOJOCNVPFY-UHFFFAOYSA-N,-5.865883442463094
HBHZKFOUIUMKHV-UHFFFAOYSA-N,-17.22582012466404
HBPDKDSFLXWOAE-UHFFFAOYSA-N,-10.523800391808582
HBXWAITUZKDDNP-UHFFFAOYSA-N,-7.631792521311032
HBZDPWBWBJMYRY-UHFFFAOYSA-N,-3.2381526583864058
HBZFBSFGXQBQTB-UHFFFAOYSA-N,5.404970772665841
HCAUQPZEWLULFJ-UHFFFAOYSA-N,-7.537794221663821
HCDGVLDPFQMKDK-UHFFFAOYSA-N,2.897574392710641
HCFAJYNVAYBARA-UHFFFAOYSA-N,-2.8224992778612816
HCGFUIQPSOCUHI-UHFFFAOYSA-N,-5.69337170284315
HCHHIPCZJSRFRT-UHFFFAOYSA-N,-0.379155098093863
HCRBXQFHJMCTLF-UHFFFAOYSA-N,-1.9145358203658658
HCRWJJJUKUVORR-UHFFFAOYSA-N,-10.703344617033384
HCTWZIFNBBCVGM-UHFFFAOYSA-N,-5.257388881537986
HCTWZIFNBBCVGM-VERWGIOPSA-N,-2.10886142149813
HCWZEPKLWVAEOV-UHFFFAOYSA-N,-2.745842581416114
HCXVJBMSMIARIN-UHFFFAOYSA-N,-2.785395007010748
HDGQICNBXPAKLR-UHFFFAOYSA-N,3.14071603361582
HDPNBNXLBDFELL-UHFFFAOYSA-N,-4.485112799961778
HDULUCZRGGWTMZ-UHFFFAOYSA-N,-1.723571514959144
HDWLUGYOLUHEMN-UHFFFAOYSA-N,-8.588723488771727
HDZGCSFEDULWCS-UHFFFAOYSA-N,-5.465037260445067
HEBKCHPVOIAQTA-UHFFFAOYSA-N,-20.760402853275068
HECLRDQVFMWTQS-UHFFFAOYSA-N,0.5036879924389007
HEDRZPFGACZZDS-UHFFFAOYSA-N,-1.155069175079856
HEFNNWSXXWATRW-UHFFFAOYSA-N,-7.24665408496441
HEMINMLPKZELPP-UHFFFAOYSA-N,-2.5454345994063425
HETCEOQFVDFGSY-UHFFFAOYSA-N,-1.643497937070861
HEWLCNCSWBMZHG-UHFFFAOYSA-N,-3.96311911394065
HEZNVIYQEUHLNI-UHFFFAOYSA-N,-10.142005870892989
HFACYLZERDEVSX-UHFFFAOYSA-N,-13.499161577685213
HFBWPRKWDIRYNX-UHFFFAOYSA-N,-5.218675282797606
HFCYZXMHUIHAQI-UHFFFAOYSA-N,-15.06887405800728
HFDVRLIODXPAHB-UHFFFAOYSA-N,3.4428883539950377
HFEASCCDHUVYKU-UHFFFAOYSA-N,-2.4748046981211087
HFEHLDPGIKPNKL-UHFFFAOYSA-N,-1.398210815985035
HFEJHAAIJZXXRE-UHFFFAOYSA-N,-2.3348318501056067
HFFLGKNGCAIQMO-UHFFFAOYSA-N,-9.614617895985544
HFHAVERNVFNSHL-UHFFFAOYSA-N,-6.499157119937662
HFHFGHLXUCOHLN-UHFFFAOYSA-N,-5.41947147010004
HFJRKMMYBMWEAD-UHFFFAOYSA-N,-1.9159215065798199
HFNGYHHRRMSKEU-UHFFFAOYSA-N,-5.990913818908345
HFPZCAJZSCWRBC-UHFFFAOYSA-N,-0.7394157945547323
HFVMLYAGWXSTQI-UHFFFAOYSA-N,-2.710764683478961
HFZKOYWDLDYELC-UHFFFAOYSA-N,-4.172511328524669
HFZWRUODUSTPEG-UHFFFAOYSA-N,-5.486584287574006
HGBOYTHUEUWSSQ-UHFFFAOYSA-N,-3.1406963830964965
HGCIXCUEYOPUTN-UHFFFAOYSA-N,0.050776601523672305
HGCMMKIIGJXXMW-UHFFFAOYSA-N,-7.317283986249645
HGDVHRITTGWMJK-UHFFFAOYSA-N,-4.405039222073494
HGINCPLSRVDWNT-UHFFFAOYSA-N,-3.174972058745694
HGMYRFJAJNYBRX-UHFFFAOYSA-N,-3.4181136996508736
HGTUJZTUQFXBIH-UHFFFAOYSA-N,-1.5558667192486109
HGUFODBRKLSHSI-UHFFFAOYSA-N,-3.7755017627341427
HGUYBLVGLMAUFF-UHFFFAOYSA-N,-12.191483513732452
HHECSPXBQJHZAF-UHFFFAOYSA-N,-6.703363551742113
HHLFWLYXYJOTON-UHFFFAOYSA-N,-7.560425627154823
HHMCAJWVGYGUEF-UHFFFAOYSA-N,-8.627424727465728
HHOSMYBYIHNXNO-UHFFFAOYSA-N,2.905961397549854
HHVIBTZHLRERCL-UHFFFAOYSA-N,-1.5510597753391988
HHXNVASVVVNNDG-UHFFFAOYSA-N,-1.8266234240471582
HIGGFWFRAWSMBR-UHFFFAOYSA-N,-2.8224992778612816
HIGQPQRQIQDZMP-DHZHZOJOSA-N,-3.3250161302024086
HIGQPQRQIQDZMP-FLIBITNWSA-N,-3.5746768230202077
HIGQPQRQIQDZMP-UHFFFAOYSA-N,-1.441728635359965
HIHSOGFAVTVMCY-UHFFFAOYSA-N,3.3301207514833364
HIILBTHBHCLUER-UHFFFAOYSA-N,-0.26272729456954436
HILNUELUDBMBJQ-UHFFFAOYSA-N,-0.060957992858648335
HINASMOVWHGCAK-UHFFFAOYSA-N,-3.2953064628671824
HJBYDWKNARZTMJ-UHFFFAOYSA-N,-4.728254440866955
HJFZAYHYIWGLNL-UHFFFAOYSA-N,-4.728254440866955
HJIUPFPIEBPYIE-UHFFFAOYSA-N,-8.07796084601466
HJJKSUVYCQAMBG-UHFFFAOYSA-N,-0.5304083296397497
HJJPJSXJAXAIPN-UHFFFAOYSA-N,-7.781534052385637
HJJVPARKXDDIQD-UHFFFAOYSA-N,-11.765918154299484
HJLSLZFTEKNLFI-UHFFFAOYSA-N,-12.035136123994842
HJOVHMDZYOCNQW-UHFFFAOYSA-N,-4.987826179972938
HJRJRUMKQCMYDL-UHFFFAOYSA-N,-11.09500835576585
HJUFTIJOISQSKQ-UHFFFAOYSA-N,-14.912354227989312
HJUGFYREWKUQJT-UHFFFAOYSA-N,-2.4068458973361575
HJWLCRVIBGQPNF-UHFFFAOYSA-N,-0.794808478618987
HKAMKLBXTLTVCN-UHFFFAOYSA-N,-10.526900659580182
HKDCIIMOALDWHF-UHFFFAOYSA-N,0.17030878335720576
HKIOYBQGHSTUDB-UHFFFAOYSA-N,-7.662307465489535
HKMTVMBEALTRRR-UHFFFAOYSA-N,-4.153269215460151
HKOOXMFOFWEVGF-UHFFFAOYSA-N,-8.241028909031556
HKPHPIREJKHECO-UHFFFAOYSA-N,-7.810925164922576
HKTCLPBBJDIBGF-UHFFFAOYSA-N,-1.2881138471368798
HLBLWEWZXPIGSM-UHFFFAOYSA-N,-12.769736654969675
HLCSDJLATUNSSI-UHFFFAOYSA-N,-2.617121172455412
HLIAVLHNDJUHFG-UHFFFAOYSA-N,-9.783506294848642
HLKZFXXWGVPYAY-UHFFFAOYSA-N,-2.3568451924337115
HLQDGCWIOSOMDP-UHFFFAOYSA-N,-2.9318304178405152
HLVFKOKELQSXIQ-UHFFFAOYSA-N,-0.060957992858648335
HLZKNKRTKFSKGZ-UHFFFAOYSA-N,-3.0656409187664604
HMBBJSKXDBUNNT-UHFFFAOYSA-N,-5.246959730480095
HMIBKHHNXANVHR-UHFFFAOYSA-N,-8.046610441084056
HMKKIXGYKWDQSV-KAMYIIQDSA-N,-6.266383379851409
HMKKIXGYKWDQSV-UHFFFAOYSA-N,-4.881727722058683
HMMSZUQCCUWXRA-UHFFFAOYSA-N,-5.641194367344692
HMNKTRSOROOSPP-UHFFFAOYSA-N,-5.69337170284315
HMSVXZJWPVIVIV-UHFFFAOYSA-N,-4.203269920362599
HMSWAIKSFDFLKN-UHFFFAOYSA-N,1.2104815096634347
HNBDRPTVWVGKBR-UHFFFAOYSA-N,-2.6657690035278305
HNEGQIOMVPPMNR-IHWYPQMZSA-N,-14.423927708745344
HNFSPSWQNZVCTB-UHFFFAOYSA-N,-0.4936185264277686
HNJBEVLQSNELDL-UHFFFAOYSA-N,-10.225815666916489
HNJJXZKZRAWDPF-UHFFFAOYSA-N,-6.89493041232334
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.8224992778612816
HNRMPXKDFBEGFZ-UHFFFAOYSA-N,2.498813990433089
HNVRRHSXBLFLIG-UHFFFAOYSA-N,-4.485112799961778
HNXNKTMIVROLTK-UHFFFAOYSA-N,-6.611405437420232
HOAAQUNESXYFDT-UHFFFAOYSA-N,3.383857674520999
HOBRTVXSIVSXIA-UHFFFAOYSA-N,-2.9318304178405152
HOGMPEULJBVHLZ-UHFFFAOYSA-N,-11.579930317875084
HOKKPVIRMVDYPB-UHFFFAOYSA-N,-17.10301288788035
HOLHYSJJBXSLMV-UHFFFAOYSA-N,-5.534039857961469
HOMGKSMUEGBAAB-UHFFFAOYSA-N,-12.806090880605714
HOPMUCXYRNOABF-UHFFFAOYSA-N,-4.588164709049792
HOQADATXFBOEGG-UHFFFAOYSA-N,-7.6032767860154955
HORIEOQXBKUKGQ-UHFFFAOYSA-N,-3.55634976362162
HORNXRXVQWOLPJ-UHFFFAOYSA-N,-6.867354930075322
HOWGUJZVBDQJKV-UHFFFAOYSA-N,5.304794941373153
HOYRZHJJAHRMLL-UHFFFAOYSA-N,-7.879927762438978
HPAFOABSQZMTHE-UHFFFAOYSA-N,-5.540522743488985
HPEUJPJOZXNMSJ-UHFFFAOYSA-N,-0.9356326392735907
HPFDGTFXAVIVTH-UHFFFAOYSA-N,-9.171345527510764
HPGJOUYGWKFYQW-UHFFFAOYSA-N,-8.204228340932923
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.178790559415887
HPPDPHZGXWMRHN-UHFFFAOYSA-N,1.0016155444074535
HPQURZRDYMUHJI-UHFFFAOYSA-N,2.5432536563705206
HPRGYUWRGCTBAV-UHFFFAOYSA-N,-3.2402295240791243
HPXRVTGHNJAIIH-UHFFFAOYSA-N,-5.236345983123741
HPYNZHMRTTWQTB-UHFFFAOYSA-N,-4.937120406122936
HQABUPZFAYXKJW-UHFFFAOYSA-N,-4.405039222073494
HQLKZWRSOHTERR-UHFFFAOYSA-N,-3.692160782804593
HQOVXPHOJANJBR-UHFFFAOYSA-N,-2.1005236567902674
HQSMEHLVLOGBCK-UHFFFAOYSA-N,-6.687746526910294
HQUQLFOMPYWACS-UHFFFAOYSA-N,-5.403479560498063
HQWKMYFWGMCJSW-UHFFFAOYSA-N,-8.730476636553743
HQZHQNKZOYIKQC-UHFFFAOYSA-N,3.313227773235765
HRBKVYFZANMGRE-UHFFFAOYSA-N,-5.584040562863915
HRDGAIGDKJXHIU-UHFFFAOYSA-N,-3.07554561485456
HRGPYCVTDOECMG-UHFFFAOYSA-N,-1.1646639569050259
HRPVXLWXLXDGHG-UHFFFAOYSA-N,-9.92812179207876
HRQGCQVOJVTVLU-UHFFFAOYSA-N,-2.9318304178405152
HRVUKLBFRPWXPJ-UHFFFAOYSA-N,-3.972003144146744
HRXZRAXKKNUKRF-UHFFFAOYSA-N,-5.427310288530464
HRYZWHHZPQKTII-UHFFFAOYSA-N,-0.5058689354747232
HSFWRNGVRCDJHI-UHFFFAOYSA-N,-0.060957992858648335
HSIBGVUMFOSJPD-UHFFFAOYSA-N,-12.90354715589562
HSJKGGMUJITCBW-UHFFFAOYSA-N,-7.751730882416614
HSMVPDGQOIQYSR-UHFFFAOYSA-N,-14.953024798735084
HSNWZBCBUUSSQD-UHFFFAOYSA-N,-1.723571514959144
HSOMNBKXPGCNBH-UHFFFAOYSA-N,3.059082868188332
HSQFVBWFPBKHEB-UHFFFAOYSA-N,-5.306975884408976
HSRJKNPTNIJEKV-UHFFFAOYSA-N,-12.140199195630327
HSSBORCLYSCBJR-UHFFFAOYSA-N,-5.520859963223204
HSUIVCLOAAJSRE-UHFFFAOYSA-N,-6.617116625625059
HSZCJVZRHXPCIA-UHFFFAOYSA-N,-4.79888434215219
HTDQSWDEWGSAMN-UHFFFAOYSA-N,-2.617121172455412
HTENFZMEHKCNMD-UHFFFAOYSA-N,-14.070433719582711
HTHNTJCVPNKCPZ-UHFFFAOYSA-N,0.4736986900853244
HTJDQJBWANPRPF-UHFFFAOYSA-N,-4.419220290157114
HTKIMWYSDZQQBP-UHFFFAOYSA-N,-8.333467070763216
HTLZVHNRZJPSMI-UHFFFAOYSA-N,-4.172511328524669
HTOYXTGJEOUKPM-UHFFFAOYSA-N,-3.799491404526799
HTSABYAWKQAHBT-UHFFFAOYSA-N,-5.343889756441966
HTVITOHKHWFJKO-UHFFFAOYSA-N,-12.90354715589562
HTWIZMNMTWYQRN-UHFFFAOYSA-N,-4.720523654716002
HUAZGNHGCJGYNP-UHFFFAOYSA-N,-2.2578532925637322
HUBANNPOLNYSAD-UHFFFAOYSA-N,-9.82686023227342
HUKPVYBUJRAUAG-UHFFFAOYSA-N,-7.749367464975572
HULDRQRKKXRXBI-UHFFFAOYSA-N,-9.322573974532066
HUMNYLRZRPPJDN-UHFFFAOYSA-N,-4.159752100987669
HUPGRQWHZOWFPQ-UHFFFAOYSA-N,8.066336226375785
HUSIBQLZEMMTCQ-UHFFFAOYSA-N,-15.694346002989207
HUTDUHSNJYTCAR-UHFFFAOYSA-N,-13.977995557851047
HUWXDEQWWKGHRV-UHFFFAOYSA-N,-7.9299284673414245
HVBSAKJJOYLTQU-UHFFFAOYSA-N,-14.464278839661407
HVCFCNAITDHQFX-UHFFFAOYSA-N,-4.728254440866955
HVCNXQOWACZAFN-UHFFFAOYSA-N,-8.339555052706615
HVDXCGSGEQKWGB-UHFFFAOYSA-N,-5.034576681412846
HVFJQRZGBBKTPL-UHFFFAOYSA-N,-1.2447375347933087
HVGZQCSMLUDISR-UHFFFAOYSA-N,-4.191155143259266
HVHNMNGARPCGGD-UHFFFAOYSA-N,-11.967687456010381
HVLLSGMXQDNUAL-UHFFFAOYSA-N,-6.499157119937662
HVRUGFJYCAFAAN-UHFFFAOYSA-N,-1.2611676329941128
HVTICUPFWKNHNG-UHFFFAOYSA-N,-0.8290841542681848
HVYWMOMLDIMFJA-DPAQBDIFSA-N,-3.82605439571378
HVYWMOMLDIMFJA-UHFFFAOYSA-N,-3.024268579572178
HVZJRWJGKQPSFL-UHFFFAOYSA-N,-1.8866395779760399
HWATZEJQIXKWQS-UHFFFAOYSA-N,-13.319200536420748
HWCUCNKPBMGSSC-UHFFFAOYSA-N,-6.1488987951669225
HWHZTSGXJYKIPK-UHFFFAOYSA-N,-2.617121172455412
HWIGZMADSFQMOI-UHFFFAOYSA-N,-5.091730485893622
HWSSEYVMGDIFMH-UHFFFAOYSA-N,-14.070433719582711
HWWYDZCSSYKIAD-UHFFFAOYSA-N,-4.954503103524564
HXDOZKJGKXYMEW-UHFFFAOYSA-N,-5.999693943389039
HXEWMTXDBOQQKO-UHFFFAOYSA-N,-6.706487460613573
HXGDTGSAIMULJN-UHFFFAOYSA-N,-3.2381526583864058
HXHWSAZORRCQMX-UHFFFAOYSA-N,-15.946931320497436
HXJUTPCZVOIRIF-UHFFFAOYSA-N,-5.1802620470281155
HXKKHQJGJAFBHI-UHFFFAOYSA-N,-11.107123132869182
HXQDUXXBVMMIKL-UHFFFAOYSA-N,4.024200130164525
HXQPUEQDBSPXTE-UHFFFAOYSA-N,-3.697173924276224
HXVNBWAKAOHACI-UHFFFAOYSA-N,-2.8224992778612816
HYAFETHFCAUJAY-UHFFFAOYSA-N,-14.070433719582711
HYBBIBNJHNGZAN-UHFFFAOYSA-N,-5.316419561012024
