ikey,logHenrycc,source
SEQRDAAUNCRFIT-UHFFFAOYSA-N,0.46139515254623803,GuthrieSolv-reconciled
DIOQZVSQGTUSAI-UHFFFAOYSA-N,-2.332209781063706,GuthrieSolv-reconciled
QCOGKXLOEWLIDC-UHFFFAOYSA-N,2.431363764158988,meta37-model
OHZNMGSGEFVFTI-UHFFFAOYSA-N,-2.705503681290356,GuthrieSolv-reconciled
STUSTWKEFDQFFZ-UHFFFAOYSA-N,4.781547329009413,GuthrieSolv-reconciled
BDXKVABZWRZKOS-UHFFFAOYSA-N,3.1760912590556813,meta37-model
PSWSPFSDVZVVDC-UHFFFAOYSA-N,5.832508912706237,meta37-model
JLYFCTQDENRSOL-UHFFFAOYSA-N,5.415611406083263,GuthrieSolv-reconciled
SXZSFWHOSHAKMN-UHFFFAOYSA-N,2.2628850530232945,GuthrieSolv-reconciled
UZVHFVZFNXBMQJ-UHFFFAOYSA-N,10.5910646070265,meta37-model
BHGNYYIOYPFWKC-UHFFFAOYSA-N,-2.5480735261879075,GuthrieSolv-reconciled
IMNFDUFMRHMDMM-UHFFFAOYSA-N,-1.9419995170709972,GuthrieSolv-reconciled
OAZWDJGLIYNYMU-UHFFFAOYSA-N,8.204119982655925,meta37-model
WNLRTRBMVRJNCN-UHFFFAOYSA-N,9.553895878184267,GuthrieSolv-reconciled
ZFRKQXVRDFCRJG-UHFFFAOYSA-N,4.234186383545418,GuthrieSolv-reconciled
SEOVTRFCIGRIMH-UHFFFAOYSA-N,5.1350059217027,GuthrieSolv-reconciled
IYKFYARMMIESOX-UHFFFAOYSA-N,3.1852612772180637,GuthrieSolv-reconciled
HTIRHQRTDBPHNZ-UHFFFAOYSA-N,0.932315947189089,GuthrieSolv-reconciled
RGNPBRKPHBKNKX-UHFFFAOYSA-N,3.36300476807954,GuthrieSolv-reconciled
IBZZDPVVVSNQOY-UHFFFAOYSA-N,8.690196080028514,meta37-model
KKQWHYGECTYFIA-UHFFFAOYSA-N,1.7861512281505645,GuthrieSolv-reconciled
JLKIGFTWXXRPMT-UHFFFAOYSA-N,10.57978359661681,meta37-model
JVFGXWCLGNACOG-UHFFFAOYSA-N,2.2807813912289654,GuthrieSolv-reconciled
RMBUNHOAKTUXTC-UHFFFAOYSA-N,2.785329835010767,meta37-model
KWIXNFOTNVKIGM-UHFFFAOYSA-N,6.643452676486188,meta37-model
HTLZVHNRZJPSMI-UHFFFAOYSA-N,2.977723605288848,meta37-model
HUPGRQWHZOWFPQ-UHFFFAOYSA-N,-5.886056647693163,meta37-model
GATVIKZLVQHOMN-UHFFFAOYSA-N,1.3184576117523477,GuthrieSolv-reconciled
GJNGXPDXRVXSEH-UHFFFAOYSA-N,2.7993405494535817,meta37-model
HKPHPIREJKHECO-UHFFFAOYSA-N,5.6098382143904235,GuthrieSolv-reconciled
FDDDEECHVMSUSB-UHFFFAOYSA-N,8.204119982655925,meta37-model
KBCNUEXDHWDIFX-UHFFFAOYSA-N,3.0791812460476247,meta37-model
YDNLKBDXQCHOTH-UHFFFAOYSA-N,5.770852011642144,meta37-model
YFMFNYKEUDLDTL-UHFFFAOYSA-N,-1.4685210829577449,meta37-model
RLSSMJSEOOYNOY-UHFFFAOYSA-N,3.9519644444882642,GuthrieSolv-reconciled
YJIRZJAZKDWEIJ-UHFFFAOYSA-N,4.3979400086720375,meta37-model
XWALNWXLMVGSFR-UHFFFAOYSA-N,7.041392685158225,meta37-model
XUGNVMKQXJXZCD-UHFFFAOYSA-N,-0.2757241303992109,meta37-model
XERJKGMBORTKEO-UHFFFAOYSA-N,7.751125571446389,GuthrieSolv-reconciled
IOGXOCVLYRDXLW-UHFFFAOYSA-N,1.2787536009528289,meta37-model
HOMGKSMUEGBAAB-UHFFFAOYSA-N,9.230448921378274,meta37-model
YAFOVCNAQTZDQB-UHFFFAOYSA-N,4.991226075692495,meta37-model
WLJVNTCWHIRURA-UHFFFAOYSA-N,11.30102999566398,meta37-model
FGIWFCGDPUIBEZ-UHFFFAOYSA-N,4.370793733109873,GuthrieSolv-reconciled
NUMQCACRALPSHD-UHFFFAOYSA-N,1.1107353390934196,GuthrieSolv-reconciled
OMIGHNLMNHATMP-UHFFFAOYSA-N,6.491361693834273,meta37-model
XIFJZJPMHNUGRA-UHFFFAOYSA-N,3.733951746549207,GuthrieSolv-reconciled
SFTBUGPDOJDENF-UHFFFAOYSA-N,1.6843212218173502,GuthrieSolv-reconciled
WVYWICLMDOOCFB-UHFFFAOYSA-N,2.662674409076507,GuthrieSolv-reconciled
FXHGMKSSBGDXIY-UHFFFAOYSA-N,1.8898886856654666,GuthrieSolv-reconciled
PQNFLJBBNBOBRQ-UHFFFAOYSA-N,1.0288325279388895,GuthrieSolv-reconciled
ZCXHZKNWIYVQNC-UHFFFAOYSA-N,1.1706027773842858,GuthrieSolv-reconciled
UJAHPBDUQZFDLA-UHFFFAOYSA-N,6.146128035678238,meta37-model
XNEFYCZVKIDDMS-UHFFFAOYSA-N,8.079181246047625,meta37-model
FBQQHUGEACOBDN-UHFFFAOYSA-N,5.44042293753642,GuthrieSolv-reconciled
SUSRORUBZHMPCO-UHFFFAOYSA-N,5.209823906938583,GuthrieSolv-reconciled
LGXVIGDEPROXKC-UHFFFAOYSA-N,-0.2025917180131592,GuthrieSolv-reconciled
MKQSWTQPLLCSOB-UHFFFAOYSA-N,4.922615879637205,GuthrieSolv-reconciled
PXMNMQRDXWABCY-UHFFFAOYSA-N,7.9510240546839395,GuthrieSolv-reconciled
UPMXNNIRAGDFEH-UHFFFAOYSA-N,6.473403263755865,GuthrieSolv-reconciled
CWFOCCVIPCEQCK-UHFFFAOYSA-N,6.633468455579586,meta37-model
GYLDXXLJMRTVSS-UHFFFAOYSA-N,6.682011588261866,GuthrieSolv-reconciled
KDVYCTOWXSLNNI-UHFFFAOYSA-N,4.939519252618618,meta37-model
MXWJVTOOROXGIU-UHFFFAOYSA-N,6.9474289172977475,GuthrieSolv-reconciled
DPCILIMHENXHQX-UHFFFAOYSA-N,3.1392892973776774,GuthrieSolv-reconciled
SESFRYSPDFLNCH-UHFFFAOYSA-N,2.9440727603320465,GuthrieSolv-reconciled
AGEZXYOZHKGVCM-UHFFFAOYSA-N,1.6780883838438474,GuthrieSolv-reconciled
ZRTXVJYJVBTXHE-UHFFFAOYSA-N,-2.6267886360185195,GuthrieSolv-reconciled
BZTYNSQSZHARAZ-UHFFFAOYSA-N,1.8885634481583629,GuthrieSolv-reconciled
CZZYITDELCSZES-UHFFFAOYSA-N,1.9975708215937094,GuthrieSolv-reconciled
YKKYCYQDUUXNLN-UHFFFAOYSA-N,1.7747017931900073,GuthrieSolv-reconciled
ZOGDSYNXUXQGHF-UHFFFAOYSA-N,7.385078527579371,GuthrieSolv-reconciled
DWRKFAJEBUWTQM-UHFFFAOYSA-N,7.301029995663981,meta37-model
GPSDUZXPYCFOSQ-UHFFFAOYSA-N,5.152031497971121,GuthrieSolv-reconciled
XOFYZVNMUHMLCC-UHFFFAOYSA-N,7.939519252618618,meta37-model
XDNBJTQLKCIJBV-UHFFFAOYSA-N,6.2154711456500085,GuthrieSolv-reconciled
HFFLGKNGCAIQMO-UHFFFAOYSA-N,6.825748399348245,GuthrieSolv-reconciled
HUBANNPOLNYSAD-UHFFFAOYSA-N,7.292368441726228,GuthrieSolv-reconciled
PQOSNJHBSNZITJ-UHFFFAOYSA-N,2.8573324964312685,meta37-model
HVLLSGMXQDNUAL-UHFFFAOYSA-N,4.662757831681574,meta37-model
FHKSXSQHXQEMOK-UHFFFAOYSA-N,6.623249290397901,meta37-model
APSMUYYLXZULMS-UHFFFAOYSA-N,2.316565485615809,GuthrieSolv-reconciled
QSNSCYSYFYORTR-UHFFFAOYSA-N,4.233299842038985,GuthrieSolv-reconciled
WFAUFYAGXAXBEG-UHFFFAOYSA-N,1.968482948553935,meta37-model
BPEWUONYVDABNZ-UHFFFAOYSA-N,5.6020599913279625,meta37-model
AGDYNDJUZRMYRG-UHFFFAOYSA-N,1.1992852169230581,GuthrieSolv-reconciled
ZPUCINDJVBIVPJ-UHFFFAOYSA-N,8.763427993562937,meta37-model
DLHQZZUEERVIGQ-UHFFFAOYSA-N,3.322219294733919,meta37-model
WHHGLZMJPXIBIX-UHFFFAOYSA-N,4.658246961446091,GuthrieSolv-reconciled
HWHZTSGXJYKIPK-UHFFFAOYSA-N,1.8512583487190752,meta37-model
VHGHHZZTMJLTJX-UHFFFAOYSA-N,2.006209929290702,GuthrieSolv-reconciled
AMBJXYFIMKHOQE-UHFFFAOYSA-N,5.857332496431268,meta37-model
AFTPEBDOGXRMNQ-UHFFFAOYSA-N,-2.3217672340432,GuthrieSolv-reconciled
KVGLBTYUCJYMND-UHFFFAOYSA-N,3.51621537961825,GuthrieSolv-reconciled
ZBTMRBYMKUEVEU-UHFFFAOYSA-N,0.9630664109226698,GuthrieSolv-reconciled
YLQLIQIAXYRMDL-UHFFFAOYSA-N,2.99563519459755,meta37-model
DIVBBSLQUDHECU-UHFFFAOYSA-N,3.0,meta37-model
YKPUWZUDDOIDPM-UHFFFAOYSA-N,11.380211241711606,meta37-model
OFCFYWOKHPOXKF-UHFFFAOYSA-N,5.113943352306837,meta37-model
OIXUJRCCNNHWFI-UHFFFAOYSA-N,3.644330493584703,GuthrieSolv-reconciled
YZKLGRAIIIGOHB-UHFFFAOYSA-N,3.045760473009226,GuthrieSolv-reconciled
IWWVOLGZHKFWKK-UHFFFAOYSA-N,2.9912260756924947,meta37-model
RUPAXCPQAAOIPB-UHFFFAOYSA-N,1.5440680443502757,meta37-model
IVRDRRWQABCXLY-UHFFFAOYSA-N,3.204119982655925,meta37-model
RVDDYBGRQLZMSB-UHFFFAOYSA-N,2.449271393536642,GuthrieSolv-reconciled
YAWIAFUBXXPJMQ-UHFFFAOYSA-N,2.322219294733919,meta37-model
ODLMAHJVESYWTB-UHFFFAOYSA-N,0.3374674860683175,GuthrieSolv-reconciled
WLGQZUOHEXTWFH-UHFFFAOYSA-N,3.5185139398778875,meta37-model
DLFVBJFMPXGRIB-UHFFFAOYSA-N,6.990549495663269,GuthrieSolv-reconciled
JVSWJIKNEAIKJW-UHFFFAOYSA-N,-2.157625711775687,GuthrieSolv-reconciled
SQBHGDSDVWCPHN-UHFFFAOYSA-N,9.32221929473392,meta37-model
QGDKRLQRLFUJPP-UHFFFAOYSA-N,1.380211241711606,meta37-model
OJUZRFGUKHQNJX-UHFFFAOYSA-N,5.380211241711606,meta37-model
GUXACCKTQWVTLG-UHFFFAOYSA-N,8.278753600952829,meta37-model
SMTWTJYCBGXSQW-UHFFFAOYSA-O,8.988649288336763,GuthrieSolv-reconciled
GVGCUCJTUSOZKP-UHFFFAOYSA-N,-1.7515675372327932,GuthrieSolv-reconciled
KKCMIUYVWAITDU-UHFFFAOYSA-N,4.850153485240705,GuthrieSolv-reconciled
ZOJBYZNEUISWFT-UHFFFAOYSA-N,1.9829499234546109,GuthrieSolv-reconciled
KHOITXIGCFIULA-UHFFFAOYSA-N,9.531478917042255,meta37-model
WHUUTDBJXJRKMK-UHFFFAOYSA-N,14.380211241711606,meta37-model
DMLAVOWQYNRWNQ-UHFFFAOYSA-N,3.230448921378274,meta37-model
SDXUIOOHCIQXRP-UHFFFAOYSA-N,0.14691659676515728,GuthrieSolv-reconciled
KGHYGBGIWLNFAV-UHFFFAOYSA-N,5.949390006644912,meta37-model
VEFNQGLEDJPUJF-UHFFFAOYSA-N,3.3934585755860964,GuthrieSolv-reconciled
BOHCMQZJWOGWTA-UHFFFAOYSA-N,2.633468455579586,meta37-model
FPZWZCWUIYYYBU-UHFFFAOYSA-N,6.041392685158225,meta37-model
SRMWNTGHXHOWBT-UHFFFAOYSA-N,-2.221848749616356,meta37-model
AQONCPKMJSBHQT-UHFFFAOYSA-N,2.644027180764212,GuthrieSolv-reconciled
VXPLXMJHHKHSOA-UHFFFAOYSA-N,5.650051482318717,GuthrieSolv-reconciled
IBOFVQJTBBUKMU-UHFFFAOYSA-N,9.342422680822208,meta37-model
ZEATXTCWXKQPHO-UHFFFAOYSA-N,2.8846939495440718,GuthrieSolv-reconciled
BZNDWPRGXNILMS-UHFFFAOYSA-N,5.707570176097937,meta37-model
NTHGIYFSMNNHSC-UHFFFAOYSA-N,0.9898627217816142,GuthrieSolv-reconciled
HYNYIQBCBHJTOZ-UHFFFAOYSA-N,1.3222192947339193,meta37-model
YGAUDDDVMBIHGB-UHFFFAOYSA-N,-2.8131355979814976,GuthrieSolv-reconciled
FPEYJPVHPGDXDD-UHFFFAOYSA-N,0.45391897568043293,GuthrieSolv-reconciled
ISTJMQSHILQAEC-UHFFFAOYSA-N,2.770762744188772,GuthrieSolv-reconciled
VHNPZYZQKWIWOD-UHFFFAOYSA-N,4.245502135837078,GuthrieSolv-reconciled
JRBJSXQPQWSCCF-UHFFFAOYSA-N,8.7160033436348,meta37-model
HDWLUGYOLUHEMN-UHFFFAOYSA-N,6.176091259055681,meta37-model
XEKOWRVHYACXOJ-UHFFFAOYSA-N,2.1935959296744527,GuthrieSolv-reconciled
YMTYZTXUZLQUSF-UHFFFAOYSA-N,9.342422680822208,meta37-model
IZZULMOBRTYHMH-UHFFFAOYSA-N,2.2997178918296117,GuthrieSolv-reconciled
CGHIBGNXEGJPQZ-UHFFFAOYSA-N,-0.25453140226234783,GuthrieSolv-reconciled
OJDKRASKNKPYDH-UHFFFAOYSA-N,-2.5087159473474427,GuthrieSolv-reconciled
OGBQILNBLMPPDP-UHFFFAOYSA-N,3.690196080028514,meta37-model
VTNQPKFIQCLBDU-UHFFFAOYSA-N,7.959041392321094,meta37-model
KDIAMAVWIJYWHN-UHFFFAOYSA-N,-1.5850159436495477,GuthrieSolv-reconciled
HFEJHAAIJZXXRE-UHFFFAOYSA-N,9.456068402487222,GuthrieSolv-reconciled
NUFNQYOELLVIPL-UHFFFAOYSA-N,10.688348989741774,GuthrieSolv-reconciled
ZIUSEGSNTOUIPT-UHFFFAOYSA-N,4.857235174220172,GuthrieSolv-reconciled
VGGSQFUCUMXWEO-UHFFFAOYSA-N,-0.9673620326771742,GuthrieSolv-reconciled
VSVAQRUUFVBBFS-UHFFFAOYSA-N,4.380211241711606,meta37-model
ZCVAOQKBXKSDMS-UHFFFAOYSA-N,5.217378617623433,GuthrieSolv-reconciled
QSLJIVKCVHQPLV-UHFFFAOYSA-N,6.041392685158225,meta37-model
DDUIUBPJPOKOMV-UHFFFAOYSA-N,8.493336020826392,GuthrieSolv-reconciled
KWGUFOITWDSNQY-UHFFFAOYSA-N,-5.6235209975725775,GuthrieSolv-reconciled
POOXVKSDWCXIBU-UHFFFAOYSA-N,1.7884586216572138,GuthrieSolv-reconciled
QYKIQEUNHZKYBP-UHFFFAOYSA-N,0.31717065743517747,GuthrieSolv-reconciled
JLVWYWVLMFVCDI-UHFFFAOYSA-N,4.792391689498253,meta37-model
RTRZHEPXWQXCCI-UHFFFAOYSA-N,3.342422680822206,meta37-model
ZFSLODLOARCGLH-UHFFFAOYSA-N,5.91782546048681,GuthrieSolv-reconciled
BPPVUXSMLBXYGG-UHFFFAOYSA-N,15.414973347970818,meta37-model
OBTWBSRJZRCYQV-UHFFFAOYSA-N,6.9630569195012235,GuthrieSolv-reconciled
WJBLNOPPDWQMCH-UHFFFAOYSA-N,14.146128035678238,meta37-model
TYYBFXNZMFNZJT-UHFFFAOYSA-N,38.819543935541866,meta37-model
GRSMWKLPSNHDHA-UHFFFAOYSA-N,4.5910646070265,meta37-model
UFGXCDQXRUFDMA-UHFFFAOYSA-N,1.646453870741514,GuthrieSolv-reconciled
DQFPEYARZIQXRM-UHFFFAOYSA-N,7.74750361117808,GuthrieSolv-reconciled
KXOJXWNARBQHNX-UHFFFAOYSA-N,1.9399365250284062,GuthrieSolv-reconciled
BZUDVELGTZDOIG-UHFFFAOYSA-N,0.2304489213782739,meta37-model
GILIYJDBJZWGBG-UHFFFAOYSA-N,2.9767025780304706,GuthrieSolv-reconciled
GZFGOTFRPZRKDS-UHFFFAOYSA-N,5.112236163276414,GuthrieSolv-reconciled
BDNKZNFMNDZQMI-UHFFFAOYSA-N,1.3979400086720375,meta37-model
TZMHVHLTPWKZCI-UHFFFAOYSA-N,2.202921117836068,GuthrieSolv-reconciled
NOMWSTMYQKABST-UHFFFAOYSA-N,1.792391689498254,meta37-model
DFOXKPDFWGNLJU-UHFFFAOYSA-N,2.9604867209146,GuthrieSolv-reconciled
HXJUTPCZVOIRIF-UHFFFAOYSA-N,3.707570176097936,meta37-model
CTISQZXTUUHJNC-UHFFFAOYSA-N,2.6693039930978406,GuthrieSolv-reconciled
PZBPKYOVPCNPJY-UHFFFAOYSA-N,6.846867063349178,GuthrieSolv-reconciled
ULPMRIXXHGUZFA-UHFFFAOYSA-N,1.9590413923210936,meta37-model
GUMULFRCHLJNDY-UHFFFAOYSA-N,-2.3414460623943048,GuthrieSolv-reconciled
XTCHLXABLZQNNN-UHFFFAOYSA-N,4.4488510508853185,GuthrieSolv-reconciled
RWNUSVWFHDHRCJ-UHFFFAOYSA-N,3.256717789694536,GuthrieSolv-reconciled
PLQDLOBGKJCDSZ-UHFFFAOYSA-N,6.973127853599698,meta37-model
NIPDVSLAMPAWTP-UHFFFAOYSA-N,6.278753600952829,meta37-model
JUHXTONDLXIGGK-UHFFFAOYSA-N,5.146128035678238,meta37-model
BXJHOKLLMOYSRQ-UHFFFAOYSA-N,2.204119982655925,meta37-model
PTFJIKYUEPWBMS-UHFFFAOYSA-N,2.256858120621231,GuthrieSolv-reconciled
HZYHMHHBBBSGHB-UHFFFAOYSA-N,2.1876861581572746,GuthrieSolv-reconciled
RXPQRKFMDQNODS-UHFFFAOYSA-N,4.3733203774875795,GuthrieSolv-reconciled
LFHQKYSBKVWWOS-UHFFFAOYSA-N,3.1760912590556813,meta37-model
OKIBNKKYNPBDRS-UHFFFAOYSA-N,9.278753600952829,meta37-model
IZFZCMFMJKDHJZ-UHFFFAOYSA-N,13.755874855672491,meta37-model
QMVPMAAFGQKVCJ-UHFFFAOYSA-N,3.1913927440591454,GuthrieSolv-reconciled
MNFMIVVPXOGUMX-UHFFFAOYSA-N,3.2853190002612043,GuthrieSolv-reconciled
DICRHEJCQXFJBY-UHFFFAOYSA-N,8.939519252618618,meta37-model
FZXISNSWEXTPMF-UHFFFAOYSA-N,6.078500847822938,GuthrieSolv-reconciled
WZCQRUWWHSTZEM-UHFFFAOYSA-N,7.142514681803039,GuthrieSolv-reconciled
JGXAONSRHOSPTJ-UHFFFAOYSA-N,2.441743515730859,GuthrieSolv-reconciled
QSJXEFYPDANLFS-UHFFFAOYSA-N,3.178253372906159,GuthrieSolv-reconciled
OIBKGNPMOMMSSI-UHFFFAOYSA-N,3.230448921378274,meta37-model
PLSMHHUFDLYURK-UHFFFAOYSA-N,3.278753600952829,meta37-model
PHSUVQBHRAWOQD-UHFFFAOYSA-N,2.6727950711776365,GuthrieSolv-reconciled
JLLJHQLUZAKJFH-UHFFFAOYSA-N,7.750179332682071,GuthrieSolv-reconciled
YVPYQUNUQOZFHG-UHFFFAOYSA-N,15.939519252618618,meta37-model
ZPUCINDJVBIVPJ-LJISPDSOSA-N,8.648837297116565,GuthrieSolv-reconciled
NPHCXUPGMINOPP-UHFFFAOYSA-N,3.380211241711606,meta37-model
PBGKNXWGYQPUJK-UHFFFAOYSA-N,5.301029995663981,meta37-model
SIKJAQJRHWYJAI-UHFFFAOYSA-N,4.592490240015621,GuthrieSolv-reconciled
QFQLZVAAQOJUFS-UHFFFAOYSA-N,2.3799606815409593,GuthrieSolv-reconciled
DGEMPTLPTFNEHJ-UHFFFAOYSA-N,-2.528394738749598,GuthrieSolv-reconciled
BPIUIOXAFBGMNB-UHFFFAOYSA-N,0.6627578316815741,meta37-model
INDOGKYZYLAGEM-UHFFFAOYSA-N,2.278753600952829,meta37-model
LNGAGQAGYITKCW-UHFFFAOYSA-N,5.3979400086720375,meta37-model
UZOSVZSBPTTWIG-UHFFFAOYSA-N,4.414973347970818,meta37-model
BXSVYGKOUULJCL-UHFFFAOYSA-N,1.6532125137753435,meta37-model
PJANXHGTPQOBST-UHFFFAOYSA-N,1.5314789170422551,meta37-model
RZKYEQDPDZUERB-UHFFFAOYSA-N,9.414973347970818,meta37-model
HFEHLDPGIKPNKL-UHFFFAOYSA-N,0.9684829485539352,meta37-model
RYHBNJHYFVUHQT-UHFFFAOYSA-N,3.61929743549847,GuthrieSolv-reconciled
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,3.5764196639063823,GuthrieSolv-reconciled
DYRDKSSFIWVSNM-UHFFFAOYSA-N,9.763427993562935,meta37-model
PWRBCZZQRRPXAB-UHFFFAOYSA-N,2.8620335738406295,GuthrieSolv-reconciled
FVQITOLOYMWVFU-UHFFFAOYSA-N,10.230448921378274,meta37-model
GVEUEBXMTMZVSD-UHFFFAOYSA-N,-3.657577319177794,meta37-model
KGIGUEBEKRSTEW-UHFFFAOYSA-N,3.832508912706236,meta37-model
QGHREAKMXXNCOA-UHFFFAOYSA-N,7.301029995663981,meta37-model
PGJBQBDNXAZHBP-UHFFFAOYSA-N,6.041392685158225,meta37-model
XBPCUCUWBYBCDP-UHFFFAOYSA-N,2.643452676486187,meta37-model
VKNITLPENCJQOP-UHFFFAOYSA-N,2.8195439355418688,meta37-model
RMOGWMIKYWRTKW-UHFFFAOYSA-N,8.130281017142343,GuthrieSolv-reconciled
XZZNDPSIHUTMOC-UHFFFAOYSA-N,3.8152834187125895,GuthrieSolv-reconciled
PDIVDRVTPZNRDZ-UHFFFAOYSA-N,2.7993405494535817,meta37-model
WEEGYLXZBRQIMU-UHFFFAOYSA-N,2.322603727832648,GuthrieSolv-reconciled
DIKBFYAXUHHXCS-UHFFFAOYSA-N,1.431150224026892,GuthrieSolv-reconciled
MGNZXYYWBUKAII-UHFFFAOYSA-N,-0.32055563655299674,GuthrieSolv-reconciled
XGWFJBFNAQHLEF-UHFFFAOYSA-N,4.957087305117541,GuthrieSolv-reconciled
WAZUWHGJMMZVHH-UHFFFAOYSA-N,0.7634279935629372,meta37-model
NYQDCVLCJXRDSK-UHFFFAOYSA-N,4.082431456248075,GuthrieSolv-reconciled
VHCNQEUWZYOAEV-UHFFFAOYSA-N,10.443979460320072,GuthrieSolv-reconciled
OQIQSTLJSLGHID-UHFFFAOYSA-N,11.230448921378274,meta37-model
XTFNPKDYCLFGPV-UHFFFAOYSA-N,5.961761535708661,GuthrieSolv-reconciled
ZCJLOOJRNPHKAV-UHFFFAOYSA-N,6.1858880122557025,GuthrieSolv-reconciled
MRBKEAMVRSLQPH-UHFFFAOYSA-N,4.32221929473392,meta37-model
LJQOBQLZTUSEJA-UHFFFAOYSA-N,3.1144278800462337,GuthrieSolv-reconciled
RQVYBGPQFYCBGX-UHFFFAOYSA-N,6.952568777910273,GuthrieSolv-reconciled
NLXGURFLBLRZRO-UHFFFAOYSA-N,3.7993405494535817,meta37-model
TVQGDYNRXLTQAP-UHFFFAOYSA-N,1.6238589972289077,GuthrieSolv-reconciled
QXTXMOPIHLUPAB-UHFFFAOYSA-N,3.8072077970638674,GuthrieSolv-reconciled
XPOQHMRABVBWPR-UHFFFAOYSA-N,6.544068044350276,meta37-model
WSTVMACYLXUQIM-UHFFFAOYSA-N,1.760057203442524,GuthrieSolv-reconciled
RAPZEAPATHNIPO-UHFFFAOYSA-N,14.041392685158224,meta37-model
LSFRFLVWCKLQTO-UHFFFAOYSA-N,5.509264799480567,GuthrieSolv-reconciled
YTPLMLYBLZKORZ-UHFFFAOYSA-N,0.976664586983694,GuthrieSolv-reconciled
PTTPXKJBFFKCEK-UHFFFAOYSA-N,2.2613195805780015,GuthrieSolv-reconciled
QVAPRJWSOUITIF-UHFFFAOYSA-N,2.568201724066995,meta37-model
PPTYJKAXVCCBDU-UHFFFAOYSA-N,9.041392685158224,meta37-model
AMIMRNSIRUDHCM-UHFFFAOYSA-N,1.3923501920914272,GuthrieSolv-reconciled
RVHUMFJSCJBNGS-UHFFFAOYSA-N,11.146128035678238,meta37-model
WNYADZVDBIBLJJ-UHFFFAOYSA-N,5.8596970656050935,GuthrieSolv-reconciled
XQZXYNRDCRIARQ-UHFFFAOYSA-N,23.342422680822207,meta37-model
VDHAWDNDOKGFTD-UHFFFAOYSA-N,5.041392685158225,meta37-model
CXOFVDLJLONNDW-UHFFFAOYSA-N,9.380211241711606,meta37-model
KFUSEUYYWQURPO-UHFFFAOYSA-N,0.7237483687385052,GuthrieSolv-reconciled
KLIHWYNSISMOMR-UHFFFAOYSA-N,3.383592865353686,GuthrieSolv-reconciled
IAQRGUVFOMOMEM-UHFFFAOYSA-N,-0.8538719643217619,meta37-model
LLCSWKVOHICRDD-UHFFFAOYSA-N,0.6901960800285137,meta37-model
FHNKBSDJERHDHZ-UHFFFAOYSA-N,2.505149978319906,meta37-model
JMDHCJDATBJFJS-UHFFFAOYSA-N,3.9657302388781748,GuthrieSolv-reconciled
UMFJAHHVKNCGLG-UHFFFAOYSA-N,4.09932232384097,GuthrieSolv-reconciled
VITXVDNQHXYQSK-UHFFFAOYSA-N,2.2861402453730046,GuthrieSolv-reconciled
VYMPLPIFKRHAAC-UHFFFAOYSA-N,2.3010299956639813,meta37-model
UGAYZIDINJCENU-UHFFFAOYSA-N,8.457340520733796,GuthrieSolv-reconciled
UDMZPLROONOSEF-UHFFFAOYSA-N,2.3274572549604575,GuthrieSolv-reconciled
GYSSRZJIHXQEHQ-UHFFFAOYSA-N,7.83273044127354,GuthrieSolv-reconciled
JVJUWCMBRUMDDQ-UHFFFAOYSA-N,7.404042197202053,GuthrieSolv-reconciled
KYWIYKKSMDLRDC-UHFFFAOYSA-N,1.5193069363948457,GuthrieSolv-reconciled
JIWAGFGPBKDFQN-UHFFFAOYSA-N,5.681241237375588,meta37-model
FZQMZRXKWHQJAG-UHFFFAOYSA-N,-1.5528419686577808,meta37-model
HTOYXTGJEOUKPM-UHFFFAOYSA-N,2.7075701760979363,meta37-model
KZUBXUKRWLMPIO-UHFFFAOYSA-N,3.0791812460476247,meta37-model
DFWFIQKMSFGDCQ-UHFFFAOYSA-N,7.204119982655925,meta37-model
PYKLUAIDKVVEOS-UHFFFAOYSA-N,7.431363764158987,meta37-model
WASQWSOJHCZDFK-UHFFFAOYSA-N,1.6020599913279625,meta37-model
WPDAVTSOEQEGMS-UHFFFAOYSA-N,2.806426329642944,GuthrieSolv-reconciled
FERIUCNNQQJTOY-UHFFFAOYSA-N,4.564205876423612,GuthrieSolv-reconciled
VACCAVUAMIDAGB-UHFFFAOYSA-N,11.9731278535997,meta37-model
AUHHYELHRWCWEZ-UHFFFAOYSA-N,4.113943352306837,meta37-model
CDAISMWEOUEBRE-UHFFFAOYSA-N,9.629427396833453,GuthrieSolv-reconciled
VTLYHLREPCPDKX-UHFFFAOYSA-N,2.1757628760000096,GuthrieSolv-reconciled
PNLQPWWBHXMFCA-UHFFFAOYSA-N,-0.4559319556497244,meta37-model
NICWAKGKDIAMOD-UHFFFAOYSA-N,3.851258348719076,meta37-model
RVWLHPJFOKUPNM-UHFFFAOYSA-N,2.5333972373726303,GuthrieSolv-reconciled
YBYYCWMPXZRBNJ-UHFFFAOYSA-N,1.0791812460476249,meta37-model
SLGBZMMZGDRARJ-UHFFFAOYSA-N,3.216992418151627,GuthrieSolv-reconciled
YESXTECNXIKUMM-UHFFFAOYSA-N,7.878242251556983,GuthrieSolv-reconciled
STCOOQWBFONSKY-UHFFFAOYSA-N,5.137474819205517,GuthrieSolv-reconciled
PUPZLCDOIYMWBV-UHFFFAOYSA-N,7.230448921378274,meta37-model
VWONRLCRTWBFHH-UHFFFAOYSA-N,10.36291689747162,GuthrieSolv-reconciled
